,timestamp,answer,txDate
0,1669857494,0.005896289128182529,2022-12-01 01:18:14+00:00
1,1669861845,0.005866595301330535,2022-12-01 02:30:45+00:00
2,1669864158,0.005898494936428413,2022-12-01 03:09:18+00:00
3,1669873314,0.0058685484,2022-12-01 05:41:54+00:00
4,1669879558,0.005898045,2022-12-01 07:25:58+00:00
5,1669903921,0.005928820310742378,2022-12-01 14:12:01+00:00
6,1669904971,0.0059624827,2022-12-01 14:29:31+00:00
7,1669905331,0.0059942995,2022-12-01 14:35:31+00:00
8,1669908865,0.00602996059691267,2022-12-01 15:34:25+00:00
9,1669909263,0.0060603698,2022-12-01 15:41:03+00:00
10,1669912541,0.006027729413084189,2022-12-01 16:35:41+00:00
11,1669914352,0.0059954815,2022-12-01 17:05:52+00:00
12,1669918916,0.005964333333333334,2022-12-01 18:21:56+00:00
13,1669921828,0.005934185389887764,2022-12-01 19:10:28+00:00
14,1669923452,0.005965113864015526,2022-12-01 19:37:32+00:00
15,1669929783,0.005995914582269866,2022-12-01 21:23:03+00:00
16,1669932006,0.006030470774004855,2022-12-01 22:00:06+00:00
17,1669933026,0.0060647473,2022-12-01 22:17:06+00:00
18,1669937770,0.006034135999422076,2022-12-01 23:36:10+00:00
19,1669942080,0.00599681728367588,2022-12-02 00:48:00+00:00
20,1669947830,0.006030799908961713,2022-12-02 02:23:50+00:00
21,1669949332,0.005995188591491581,2022-12-02 02:48:52+00:00
22,1669954074,0.005963072,2022-12-02 04:07:54+00:00
23,1669968725,0.005928806,2022-12-02 08:12:05+00:00
24,1669974127,0.0059591886,2022-12-02 09:42:07+00:00
25,1669980479,0.005929373783944279,2022-12-02 11:27:59+00:00
26,1669987354,0.005895747152754046,2022-12-02 13:22:34+00:00
27,1669989232,0.005926622287977621,2022-12-02 13:53:52+00:00
28,1670006304,0.005896971861892742,2022-12-02 18:38:24+00:00
29,1670022876,0.0058671734,2022-12-02 23:14:36+00:00
30,1670028776,0.00583543431672045,2022-12-03 00:52:56+00:00
31,1670035681,0.005806215,2022-12-03 02:48:01+00:00
